# valid, vars, cons, qubits, optimal, jobs, depth, problem
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

1, 12, 20, 13, 1, 31, 80, 5
1, 3, 3, 3, 1, 34, 10, 5

0, 36, 21, 40, 1, 35, 247, 5
0, 36, 30, 40, 1, 34, 208, 5
0, 36, 48, 36, 1, 34, 209, 5
0, 48, 84, 51, 1, 29, 432, 5
0, 48, 104, 51, 1, 34, 516, 5
0, 48, 128, 51, 1, 28, 537, 5
0, 48, 152, 51, 1, 27, 676, 5
0, 48, 180, 51, 1, 31, 697, 5
0, 48, 204, 51, 1, 32, 717, 5
0, 27, 78, 31, 1, 28, 321, 5
