# valid, vars, cons, qubits, optimal, jobs, depth, problem
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

1, 5, 7, 5, 1, 30, 37, 7
1, 10, 12, 11, 1, 31, 74, 7

0, 15, 17, 19, 1, 35, 102, 7
0, 23, 25, 25, 1, 27, 193, 7
0, 26, 28, 31, 1, 32, 351, 7
